33|JAWA TENGAH
33.15.19.2005|Kaliwenang
33.15.19.2006|Sugihmanik
33.15.19.2007|Tanggungharjo
33.15.19.2008|Brabo
33.15.19.2009|Padang
33.16|KAB. BLORA
33.16.01|Jati
33.16.01.2001|Bangkleyan
33.16.01.2002|Gempol
33.16.01.2003|Kepoh
33.16.01.2004|Pelem
33.16.01.2005|Jegong
33.16.01.2006|Jati
33.16.01.2007|Singget
33.16.01.2008|Gabusan
33.16.01.2009|Doplang
33.16.01.2010|Randulawang
33.16.01.2011|Tobo
33.16.01.2012|Pengkoljagong
33.16.02|Randublatung
33.16.02.1005|Randublatung
33.16.02.1011|Wulung
33.16.02.2001|Tlogotuwung
33.16.02.2002|Bodeh
33.16.02.2003|Gembyungan
33.16.02.2004|Sambongwangan
33.16.02.2006|Pilang
33.16.02.2007|Temulus
33.16.02.2008|Sumberejo
33.16.02.2009|Kutukan
33.16.02.2010|Kediren
33.16.02.2012|Kadengan
33.16.02.2013|Bekutuk
33.16.02.2014|Plosorejo
33.16.02.2015|Jeruk
33.16.02.2016|Tanggel
33.16.02.2017|Kalisari
33.16.02.2018|Ngliron
33.16.03|Kradenan
33.16.03.2001|Megeri
33.16.03.2002|Nglebak
33.16.03.2003|Getas
33.16.03.2004|Nginggil
33.16.03.2005|Ngrawoh
33.16.03.2006|Mendenrejo
33.16.03.2007|Sumber
33.16.03.2008|Mojorembun
33.16.03.2009|Nglungger
33.16.03.2010|Medalem
33.16.04|Kedungtuban
33.16.04.2001|Gondel
33.16.04.2002|Ketuwan
33.16.04.2003|Jimbung
33.16.04.2004|Panolan
33.16.04.2005|Klagen
33.16.04.2006|Kemantren
33.16.04.2007|Sidorejo
33.16.04.2008|Wado
33.16.04.2009|Pulo
33.16.04.2010|Tanjung
33.16.04.2011|Sogo
33.16.04.2012|Bajo
33.16.04.2013|Nglandeyan
33.16.04.2014|Kalen
33.16.04.2015|Ngraho
33.16.04.2016|Kedungtuban
33.16.04.2017|Galuk
33.16.05|Cepu
33.16.05.1011|Tambakromo
33.16.05.1013|Balun
33.16.05.1014|Cepu
33.16.05.1015|Ngelo
33.16.05.1016|Karangboyo
33.16.05.1017|Ngroto
33.16.05.2001|Gadon
33.16.05.2002|Ngloram
33.16.05.2003|Cabean
33.16.05.2004|Kapuan
33.16.05.2005|Jipang
33.16.05.2006|Getas
33.16.05.2007|Sumberpitu
33.16.05.2008|Kentong
33.16.05.2009|Mernung
33.16.05.2010|Mulyorejo
33.16.05.2012|Nglanjuk
33.16.06|Sambong
33.16.06.2001|Temengeng
33.16.06.2002|Sambongrejo
33.16.06.2003|Gadu
33.16.06.2004|Sambong
33.16.06.2005|Pojokwatu
33.16.06.2006|Gagakan
33.16.06.2007|Biting
33.16.06.2008|Brabowan
33.16.06.2009|Ledok
33.16.06.2010|Giyanti
33.16.07|Jiken
33.16.07.2001|Nglobo
33.16.07.2002|Cabak
33.16.07.2003|Nglebur
33.16.07.2004|Janjang
33.16.07.2005|Bleboh
33.16.07.2006|Ketringan
33.16.07.2007|Singonegoro
33.16.07.2008|Jiken
33.16.07.2009|Genjahan
33.16.07.2010|Jiworejo
33.16.07.2011|Bangowan
33.16.08|Jepon
33.16.08.1013|Jepon
33.16.08.2001|Blungun
33.16.08.2002|Semanggi
33.16.08.2003|Ngampon
33.16.08.2004|Jomblang
33.16.08.2005|Palon
33.16.08.2006|Bangsri
33.16.08.2007|Sumurboto
33.16.08.2008|Brumbung
33.16.08.2009|Turirejo
33.16.08.2010|Semampir
33.16.08.2011|Kemiri
33.16.08.2012|Tempellemahbang
33.16.08.2014|Seso
33.16.08.2015|Balong
33.16.08.2016|Geneng
33.16.08.2017|Nglarohgunung
33.16.08.2018|Kawengan
33.16.08.2019|Gersi
33.16.08.2020|Gedangdowo
33.16.08.2021|Puledagel
33.16.08.2022|Bacem
33.16.08.2023|Jatirejo
33.16.08.2024|Soko
33.16.08.2025|Waru
33.16.09|Blora
33.16.09.1006|Beran
33.16.09.1008|Bangkle
33.16.09.1009|Kedungjenar
33.16.09.1010|Mlangsen
33.16.09.1011|Jetis
33.16.09.1012|Tambahrejo
33.16.09.1013|Kauman
33.16.09.1014|Sonorejo
33.16.09.1015|Kunden
33.16.09.1016|Tempelan
33.16.09.1017|Tegalgunung
33.16.09.1018|Karangjati
33.16.09.2001|Jepangrejo
33.16.09.2002|Kamolan
33.16.09.2003|Pelem
33.16.09.2004|Purworejo
33.16.09.2005|Andongrejo
33.16.09.2007|Jejeruk
33.16.09.2019|Temurejo
33.16.09.2020|Tempurejo
33.16.09.2021|Patalan
33.16.09.2022|Tambaksari
33.16.09.2023|Purwosari
33.16.09.2024|Ngadipurwo
33.16.09.2025|Sendangharjo
33.16.09.2026|Tempuran
33.16.09.2027|Plantungan
33.16.09.2028|Ngampel
33.16.10|Tunjungan
33.16.10.2001|Tawangrejo
33.16.10.2002|Kedungringin
33.16.10.2003|Adirejo
33.16.10.2004|Tamanrejo
33.16.10.2005|Tutup
33.16.10.2006|Sukorejo
33.16.10.2007|Tambahrejo
33.16.10.2008|Kalangan
33.16.10.2009|Sambongrejo
33.16.10.2010|Tunjungan
33.16.10.2011|Kedungrejo
33.16.10.2012|Gempolrejo
33.16.10.2013|Nglangitan
33.16.10.2014|Keser
33.16.10.2015|Sitirejo
33.16.11|Banjarejo
33.16.11.2001|Jatisari
33.16.11.2002|Jatiklampok
33.16.11.2003|Klopoduwur
33.16.11.2004|Sidomulyo
33.16.11.2005|Balongsari
33.16.11.2006|Bacem
33.16.11.2007|Wonosemi
33.16.11.2008|Sendanggayam
33.16.11.2009|Banjarejo
33.16.11.2010|Mojowetan
33.16.11.2011|Sumberagung
33.16.11.2012|Gedongsari
33.16.11.2013|Sendangwungu
33.16.11.2014|Balongrejo
33.16.11.2015|Karangtalun
33.16.11.2016|Kebonrejo
33.16.11.2017|Kembang
33.16.11.2018|Sembongin
33.16.11.2019|Plosorejo
33.16.11.2020|Buluroto
33.16.12|Ngawen
33.16.12.1015|Punggursugih
33.16.12.1018|Ngawen
33.16.12.2001|Rowobungkul
33.16.12.2002|Gedebeg
33.16.12.2003|Sambonganyar
33.16.12.2004|Kendayaan
33.16.12.2005|Plumbon
33.16.12.2006|Bergolo
33.16.12.2007|Bandungrojo
33.16.12.2008|Kedungsatriyan
33.16.12.2009|Karangtengah
33.16.12.2010|Jetakwanger
33.16.12.2011|Sumberejo
33.16.12.2012|Sendangagung
33.16.12.2013|Talokwohmojo
33.16.12.2014|Trembulrejo
33.16.12.2016|Gondang
33.16.12.2017|Sendangrejo
33.16.12.2019|Semawur
33.16.12.2020|Bradag
33.16.12.2021|Gotputuk
33.16.12.2022|Berbak
33.16.12.2023|Sarimulyo
33.16.12.2024|Sendangmulyo
33.16.12.2025|Wantilgung
33.16.12.2026|Bogowanti
33.16.12.2027|Sambongrejo
33.16.12.2028|Srigading
33.16.12.2029|Karangjong
33.16.13|Kunduran
33.16.13.1017|Kunduran
33.16.13.2001|Botoreco
33.16.13.2002|Buloh
33.16.13.2003|Kemiri
33.16.13.2004|Kodokan
33.16.13.2005|Sonokidul
33.16.13.2006|Sempu
33.16.13.2007|Cungkup
33.16.13.2008|plosorejo
33.16.13.2009|Ngilen
33.16.13.2010|Bakah
33.16.13.2011|Kalangrejo
33.16.13.2012|Blumbangrejo
33.16.13.2013|Tawangrejo
33.16.13.2014|Klokah
33.16.13.2015|Muraharjo
33.16.13.2016|Jagong
33.16.13.2018|Gagaan
33.16.13.2019|Sambiroto
33.16.13.2020|Bejirejo
33.16.13.2021|Jetak
33.16.13.2022|Karanggeneng
33.16.13.2023|Balong
33.16.13.2024|Ngawenombo
33.16.13.2025|Sendangwates
33.16.13.2026|Kedungwaru
33.16.14|Todanan
33.16.14.2001|Tinapan
33.16.14.2002|Sambeng
33.16.14.2003|Prigi
33.16.14.2004|Pelemsengir
33.16.14.2005|Kacangan
33.16.14.2006|Sonokulon
33.16.14.2007|Kedungwungu
33.16.14.2008|Gunungan
33.16.14.2009|Kajengan
33.16.14.2010|Dringo
33.16.14.2011|Cokrowati
33.16.14.2012|Ketileng
33.16.14.2013|Todanan
33.16.14.2014|Ngumbul
33.16.14.2015|Wukirsari
33.16.14.2016|Bicak
33.16.14.2017|Sendang
33.16.14.2018|Karanganyar
33.16.14.2019|Dalangan
33.16.14.2020|Candi
33.16.14.2021|Gondoriyo
33.16.14.2022|Kembang
33.16.14.2023|Bedingin
33.16.14.2024|Ledok
33.16.14.2025|Kedungbacin
33.16.15|Bogorejo
33.16.15.2001|Gombang
33.16.15.2002|Sarirejo
33.16.15.2003|Karanganyar
33.16.15.2004|Karang
33.16.15.2005|Prantaan
33.16.15.2006|Jeruk
33.16.15.2007|Bogorejo
33.16.15.2008|Gembol
33.16.15.2009|Tempurejo
33.16.15.2010|Gayam
33.16.15.2011|Sendangrejo
33.16.15.2012|Gandu
33.16.15.2013|Nglengkir
33.16.15.2014|Jurangjero
33.16.16|Japah
33.16.16.2001|Harjowinangun
33.16.16.2002|Tengger
33.16.16.2003|Krocok
33.16.16.2004|Ngapus
33.16.16.2005|Dologan
33.16.16.2006|Tlogowungu
33.16.16.2007|Japah
33.16.16.2008|Beganjing
33.16.16.2009|Ngrambitan
33.16.16.2010|Pengkolrejo
33.16.16.2011|Bogorejo
33.16.16.2012|Wotbakah
33.16.16.2013|Padaan
33.16.16.2014|Bogem
33.16.16.2015|Sumberejo
33.16.16.2016|Ngiyono
33.16.16.2017|Gaplokan
33.16.16.2018|Kalinanas
33.17|KAB. REMBANG
33.17.01|Sumber
33.17.01.2001|Ronggo Mulyo
33.17.01.2002|Logede
33.17.01.2003|Pelemsari
33.17.01.2004|Logung
33.17.01.2005|Krikilan
33.17.01.2006|Kedung Tulup
33.17.01.2007|Polbayem
33.17.01.2008|Jatihadi
33.17.01.2009|Sumber
33.17.01.2010|Jadi
33.17.01.2011|Grawan
33.17.01.2012|Randuagung
33.17.01.2013|Sukorejo
33.17.01.2014|Tlogotunggal
33.17.01.2015|Bogorejo
33.17.01.2016|Megulung
33.17.01.2017|Kedungasem
33.17.01.2018|Sekarsari
33.17.02|Bulu
33.17.02.2001|Mlatirejo
33.17.02.2002|Sendangmulyo
33.17.02.2003|Pondokrejo
33.17.02.2004|Warugunung
33.17.02.2005|Pinggan
33.17.02.2006|Cabean Kidul
33.17.02.2007|Lambangan Kulon
33.17.02.2008|Lambangan Wetan
33.17.02.2009|Sumbermulyo
33.17.02.2010|Karangasem
33.17.02.2011|Pasedan
33.17.02.2012|Ngulaan
33.17.02.2013|Jukung
33.17.02.2014|Bulu
33.17.02.2015|Mantingan
33.17.02.2016|Kadiwono
33.17.03|Gunem
33.17.03.2001|Kajar
33.17.03.2002|Timbrangan
33.17.03.2003|Tegaldowo
33.17.03.2004|Pasucen
33.17.03.2005|Suntri
33.17.03.2006|Dowan
33.17.03.2007|Trembes
33.17.03.2008|Gunem
33.17.03.2009|Kulutan
33.17.03.2010|Sidomulyo
33.17.03.2011|Telgawah
33.17.03.2012|Sendangmulyo
33.17.03.2013|Panohan
33.17.03.2014|Demaan
33.17.03.2015|Banyuurip
33.17.03.2016|Sambungpayak
33.17.04|Sale
33.17.04.2001|Bancang
33.17.04.2002|Mrayun
33.17.04.2003|Ngajaran
33.17.04.2004|Tahunan
33.17.04.2005|Gading
33.17.04.2006|Jinanten
33.17.04.2007|Joho
33.17.04.2008|Sale
33.17.04.2009|Wonokerto
33.17.04.2010|Sumbermulyo
33.17.04.2011|Tengger
33.17.04.2012|Bitingan
33.17.04.2013|Pakis
33.17.04.2014|Rendeng
33.17.04.2015|Ukir
33.17.05|Sarang
33.17.05.2001|Lodan Kulon
33.17.05.2002|Lodan Wetan
33.17.05.2003|Bonjor
33.17.05.2004|Tawangrejo
33.17.05.2005|Sampung
33.17.05.2006|Baturno
33.17.05.2007|Babaktulung
33.17.05.2008|Nglojo
33.17.05.2009|Jambangan
33.17.05.2010|Pelang
33.17.05.2011|Gilis
33.17.05.2012|Gunungmulyo
33.17.05.2013|Gonggang
33.17.05.2014|Sumbermulyo
33.17.05.2015|Kalipang
33.17.05.2016|Dadapmulyo
33.17.05.2017|Sendangmulyo
33.17.05.2018|Banowan
33.17.05.2019|Temperak
33.17.05.2020|Karangmangu
33.17.05.2021|Bajingjowo
33.17.05.2022|Bajingmeduro
33.17.05.2023|Sarangmeduro
33.17.06|Sedan
33.17.06.2001|Ngulahan
33.17.06.2002|Pacing
33.17.06.2003|Karas
33.17.06.2004|Mojosari
33.17.06.2005|Gesikan
33.17.06.2006|Sambiroto
33.17.06.2007|Sedan
33.17.06.2008|Karangasem
33.17.06.2009|Sidorejo
33.17.06.2010|Sidomulyo
33.17.06.2011|Kedungringin
33.17.06.2012|Gandrirejo
33.17.06.2013|Candimulyo
33.17.06.2014|Lemah Putih
33.17.06.2015|Kumbo
33.17.06.2016|Dadapan
33.17.06.2017|Sambong
33.17.06.2018|Bogorejo
33.17.06.2019|Kenongo
33.17.06.2020|Jambeyan
33.17.06.2021|Menoro
33.17.07|Pamotan
33.17.07.2001|Megal
33.17.07.2002|Ngemplakrejo
33.17.07.2003|Pragen
33.17.07.2004|Samaran
33.17.07.2005|Gambiran
33.17.07.2006|Bamban
33.17.07.2007|Bangunrejo
33.17.07.2008|Pamotan
33.17.07.2009|Sidorejo
33.17.07.2010|Tempaling
33.17.07.2011|Joho
33.17.07.2012|Mlagen
33.17.07.2013|Kepohagung
33.17.07.2014|Mlawat
33.17.07.2015|Segoromulyo
33.17.07.2016|Ketangi
33.17.07.2017|Sendangagung
33.17.07.2018|Gegersimo
33.17.07.2019|Sumberejo
33.17.07.2020|Japerejo
33.17.07.2021|Tulung
33.17.07.2022|Ringin
33.17.07.2023|Sumbangrejo
33.17.08|Sulang
33.17.08.2001|Tanjung
33.17.08.2002|Kemadu
33.17.08.2003|Sulang
33.17.08.2004|Pomahan
33.17.08.2005|Rukem
33.17.08.2006|Korowelang
33.17.08.2007|Karangharjo
33.17.08.2008|Jatimudo
33.17.08.2009|Kunir
33.17.08.2010|Glebeg
33.17.08.2011|Bogorame
33.17.08.2012|Kaliombo
33.17.08.2013|Sudo
33.17.08.2014|Karangsari
33.17.08.2015|Pragu
33.17.08.2016|Kebonagung
33.17.08.2017|Seren
33.17.08.2018|Pranti
33.17.08.2019|Pedak
33.17.08.2020|Landoh
33.17.08.2021|Kerep
33.17.09|Kaliori
33.17.09.2001|Meteseh
33.17.09.2002|Maguan
33.17.09.2003|Sidomulyo
33.17.09.2004|Wiroto
33.17.09.2005|Banggi
33.17.09.2006|Kuangsan
33.17.09.2007|Gunungsari
33.17.09.2008|Sendangagung
33.17.09.2009|Karangsekar
33.17.09.2010|Babadan
33.17.09.2011|Pengkol
33.17.09.2012|Sambiyan
33.17.09.2013|Mojorembun
33.17.09.2014|Tunggulsari
33.17.09.2015|Tambakagung
33.17.09.2016|Mojowarno
33.17.09.2017|Dresikulon
33.17.09.2018|Dresiwetan
33.17.09.2019|Tasikharjo
33.17.09.2020|Purworejo
33.17.09.2021|Bogoharjo
33.17.09.2022|Banyudono
33.17.09.2023|Pantiharjo
33.17.10|Rembang
33.17.10.1019|Magersari
33.17.10.1020|Gegunung Kulon
33.17.10.1022|Pacar
33.17.10.1023|Tanjungsari
33.17.10.1027|Leteh
33.17.10.1028|Sidowayah
33.17.10.1029|Kutoharjo
33.17.10.2001|Kedungrejo
33.17.10.2002|Turusgede
33.17.10.2003|Kumendung
33.17.10.2004|Sridadi
33.17.10.2005|Pandean
33.17.10.2006|Tlogomojo
33.17.10.2007|Kasreman
33.17.10.2008|Punjulharjo
33.17.10.2009|Tritunggal
33.17.10.2010|Pasar Banggi
33.17.10.2011|Gedangan
33.17.10.2012|Weton
33.17.10.2013|Ngotet
33.17.10.2014|Mondoteko
33.17.10.2015|Ngadem
33.17.10.2016|Ketanggi
33.17.10.2017|Pulo
33.17.10.2018|Waru
33.17.10.2021|Gegunung Wetan
33.17.10.2024|Sumberjo
33.17.10.2025|Tasikagung
33.17.10.2026|Sawahan
33.17.10.2030|Padaran
33.17.10.2031|Sukoharjo
33.17.10.2032|Kabongan Lor
33.17.10.2033|Kabongan Kidul
33.17.10.2034|Tireman
33.17.11|Pancur
33.17.11.2001|Jepeledok
33.17.11.2002|Jeruk
33.17.11.2003|Doropayung
33.17.11.2004|Keraskepoh
33.17.11.2005|Tuyuhan
33.17.11.2006|Pandan
33.17.11.2007|Gemblengmulyo
33.17.11.2008|Sumberagung
33.17.11.2009|Kalitengah
33.17.11.2010|Sidowayah
33.17.11.2011|Kedung
33.17.11.2012|Punggurharjo
33.17.11.2013|Langkir
33.17.11.2014|Pancur
33.17.11.2015|Pohlandak
33.17.11.2016|Warugunung
33.17.11.2017|Criwik
33.17.11.2018|Wuwur
33.17.11.2019|Ngulangan
33.17.11.2020|Banyuurip
33.17.11.2021|Johogunung
33.17.11.2022|Trenggulunan
33.17.11.2023|Ngroto
33.17.12|Kragan
33.17.12.2001|Tanjungsari
33.17.12.2002|Sendangmulyo
33.17.12.2003|Sendangwaru
33.17.12.2004|Ngasinan
33.17.12.2005|Kendalagung
33.17.12.2006|Mojokerto
33.17.12.2007|Tanjungan
33.17.12.2008|Kebloran
33.17.12.2009|Karanganyar
33.17.12.2010|Karanglincak
33.17.12.2011|Karangharjo
33.17.12.2012|Kragan
33.17.12.2013|Tegalmulyo
33.17.12.2014|Balongmulyo
33.17.12.2015|Narukan
33.17.12.2016|Sudan
33.17.12.2017|Terjan
33.17.12.2018|Sendang
33.17.12.2019|Watupecah
33.17.12.2020|Woro
33.17.12.2021|Sumurpule
33.17.12.2022|Plawangan
33.17.12.2023|Sumbergayam
33.17.12.2024|Pandangan Wetan
33.17.12.2025|Pandangan Kulon
33.17.12.2026|Sumurtawang
33.17.12.2027|Sumbersari
33.17.13|Sluke
33.17.13.2001|Sanetan
33.17.13.2002|Rakitan
33.17.13.2003|Bendo
33.17.13.2004|Labuhan Kidul
33.17.13.2005|Sendangmulyo
33.17.13.2006|Blimbing
33.17.13.2007|Manggar
33.17.13.2008|Jatisari
33.17.13.2009|Langgar
33.17.13.2010|Sluke
33.17.13.2011|Jurangjero
33.17.13.2012|Leran
33.17.13.2013|Trahan
33.17.13.2014|Pangkalan
33.17.14|Lasem
33.17.14.2001|Karasgede
33.17.14.2002|Jolotundo
33.17.14.2003|Sumbergirang
33.17.14.2004|Karangturi
33.17.14.2005|Babagan
33.17.14.2006|Dorokandang
33.17.14.2007|Gedongmulyo
33.17.14.2008|Dasun
33.17.14.2009|Soditan
33.17.14.2010|Ngemplak
33.17.14.2011|Selopuro
33.17.14.2012|Sendangcoyo
33.17.14.2013|Ngargomulyo
33.17.14.2014|Kajar
33.17.14.2015|Gowak
33.17.14.2016|Sendangasri
33.17.14.2017|Tasiksono
33.17.14.2018|Sriombo
33.17.14.2019|Bonang
33.17.14.2020|Binangun
33.18|KAB. PATI
33.18.01|Sukolilo
33.18.01.2001|Prawoto
33.18.01.2002|Pakem
33.18.01.2003|Wegil
33.18.01.2004|Kuwawur
33.18.01.2005|Baleadi
33.18.01.2006|Wotan
33.18.01.2007|Kedungwinong
33.18.01.2008|Porangparing
33.18.01.2009|Sukolilo
33.18.01.2010|Baturejo
33.18.01.2011|Gadudero
33.18.01.2012|Sumbersoko
33.18.01.2013|Tompegunung
33.18.01.2014|Kedumulyo
33.18.01.2015|Kasiyan
33.18.01.2016|Cengkalsewu
33.18.02|Kayen
33.18.02.2001|Jimbaran
33.18.02.2002|Durensawit
33.18.02.2003|Slungkep
33.18.02.2004|Beketel
33.18.02.2005|Purwokerto
33.18.02.2006|Sumbersari
33.18.02.2007|Brati
33.18.02.2008|Jatiroto
33.18.02.2009|Kayen
33.18.02.2010|Rogomulyo
33.18.02.2011|Srikaton
33.18.02.2012|Pasuruhan
33.18.02.2013|Pesagi
33.18.02.2014|Trimulyo
33.18.02.2015|Talun
33.18.02.2016|Boloagung
33.18.02.2017|Sundoluhur
33.18.03|Tambakromo
33.18.03.2001|Pakis
33.18.03.2002|Maitan
33.18.03.2003|Wukirsari
33.18.03.2004|Sinomwidodo
33.18.03.2005|Keben
33.18.03.2006|Larangan
33.18.03.2007|Tambakromo
33.18.03.2008|Mojomulyo
33.18.03.2009|Karangawen
33.18.03.2010|Mangunrekso
33.18.03.2011|Tambaharjo
33.18.03.2012|Tambahagung
33.18.03.2013|Sitirejo
33.18.03.2014|Kedalingan
33.18.03.2015|Karangmulyo
33.18.03.2016|Karangwono
33.18.03.2017|Angkatan Lor
33.18.03.2018|Angkatan Kidul
33.18.04|Winong
33.18.04.2001|Pohgading
33.18.04.2002|Gunungpanti
33.18.04.2003|Godo
33.18.04.2004|Kropak
33.18.04.2005|Karangsumber
33.18.04.2006|Guyangan
33.18.04.2007|Sugihan
33.18.04.2008|Kebolampang
33.18.04.2009|Tlogorejo
33.18.04.2010|Pagendisan
33.18.04.2011|Pekalongan
33.18.04.2012|Danyangmulyo
33.18.04.2013|Kudur
33.18.04.2014|Padangan
33.18.04.2015|Blingijati
33.18.04.2016|Mintorahayu
33.18.04.2017|Kebowan
33.18.04.2018|Winong
33.18.04.2019|Klecoregonang
33.18.04.2020|Bumiharjo
33.18.04.2021|Tawangrejo
33.18.04.2022|Bringinwareng
33.18.04.2023|Sumbermulyo
33.18.04.2024|Degan
33.18.04.2025|Serutsadang
33.18.04.2026|Pulorejo
33.18.04.2027|Karangkonang
33.18.04.2028|Tanggel
33.18.04.2029|Wirun
33.18.04.2030|Sarimulyo
33.18.05|Pucakwangi
33.18.05.2001|Bodeh
33.18.05.2002|Karangwotan
33.18.05.2003|Kepohkencono
33.18.05.2004|Wateshaji
33.18.05.2005|Lumbungmas
33.18.05.2006|Mojoagung
33.18.05.2007|Sitimulyo
33.18.05.2008|Kletek
33.18.05.2009|Terteg
33.18.05.2010|Mencon
33.18.05.2011|Puncakwangi
33.18.05.2012|Pelemgede
33.18.05.2013|Tanjungsekar
33.18.05.2014|Triguno
33.18.05.2015|Jetak
33.18.05.2016|Grogolsari
33.18.05.2017|Karangrejo
33.18.05.2018|Plosorejo
33.18.05.2019|Sokopuluhan
33.18.05.2020|Tegalwero
33.18.06|Jaken
33.18.06.2001|Boto
33.18.06.2002|Trikoyo
33.18.06.2003|Sumberan
33.18.06.2004|Mojolampir
33.18.06.2005|Mantingan
33.18.06.2006|Ronggo
33.18.06.2007|Sumberagung
33.18.06.2008|Sidoluhur
33.18.06.2009|Srikaton
33.18.06.2010|Arumanis
33.18.06.2011|Tegalarum
33.18.06.2012|Sidomukti
33.18.06.2013|Mojoluhur
33.18.06.2014|Kebonturi
33.18.06.2015|Lundo
33.18.06.2016|Sukorukun
33.18.06.2017|Sumberejo
33.18.06.2018|Manjang
33.18.06.2019|Tamansari
33.18.06.2020|Sumberarum
33.18.06.2021|Sriwedari
33.18.07|Batangan
33.18.07.2001|Tlogomojo
33.18.07.2002|Ngening
33.18.07.2003|Raci
33.18.07.2004|Ketitangwetan
33.18.07.2005|Bumimulyo
33.18.07.2006|Jembangan
33.18.07.2007|Klayusiwalan
33.18.07.2008|Bulumulyo
33.18.07.2009|Sukoagung
33.18.07.2010|Tompomulyo
33.18.07.2011|Kuniran
33.18.07.2012|Gunungsari
33.18.07.2013|Kedalon
33.18.07.2014|Gajahkumpul
33.18.07.2015|Batursari
33.18.07.2016|Lengkong
33.18.07.2017|Mangunlegi
33.18.07.2018|Pecangaan
33.18.08|Juwana
33.18.08.2001|Sejomulyo
33.18.08.2002|Bringin
33.18.08.2003|Ketip
33.18.08.2004|Pekuwon
33.18.08.2005|Karang
33.18.08.2006|Karangrejo
33.18.08.2007|Bumirejo
33.18.08.2008|Kedungpancing
33.18.08.2009|Jepuro
33.18.08.2010|Tluwah
33.18.08.2011|Doropayung
33.18.08.2012|Mintomulyo
33.18.08.2013|Gadingrejo
33.18.08.2014|Margomulyo
33.18.08.2015|Langgenharjo
33.18.08.2016|Genengmulyo
33.18.08.2017|Agungmulyo
33.18.08.2018|Bakaran Kulon
33.18.08.2019|Bakaran Wetan
33.18.08.2020|Dukutalit
33.18.08.2021|Growong Kidul
33.18.08.2022|Growong Lor
33.18.08.2023|Kauman
33.18.08.2024|Pajeksan
33.18.08.2025|Kudukeras
33.18.08.2026|Kebonsawahan
33.18.08.2027|Bajomulyo
33.18.08.2028|Bendar
33.18.08.2029|Trimulyo
33.18.09|Jakenan
33.18.09.2001|Kedungmulyo
33.18.09.2002|Ngastorejo
33.18.09.2003|Karangrowo
33.18.09.2004|Sonorejo
33.18.09.2005|Sendangsoko
33.18.09.2006|Tlogorejo
33.18.09.2007|Sidoarum
33.18.09.2008|Tondomulyo
33.18.09.2009|Bungasrejo
33.18.09.2010|Glonggong
33.18.09.2011|Kalimulyo
33.18.09.2012|Tambahmulyo
33.18.09.2013|Tondokerto
33.18.09.2014|Sembaturagung
33.18.09.2015|Dukuhmulyo
33.18.09.2016|Puluhan Tengah
33.18.09.2017|Mantingan Tengah
33.18.09.2018|Jatisari
33.18.09.2019|Karangrejo Lor
33.18.09.2020|Sidomulyo
33.18.09.2021|Tanjungsari
33.18.09.2022|Jakenan
33.18.09.2023|Plosojenar
33.18.10|Pati
33.18.10.1005|Pati Wetan
33.18.10.1007|Pati Kidul
33.18.10.1012|Pati Lor
33.18.10.1013|Parenggan
33.18.10.1015|Kalidoro
33.18.10.2001|Panjunan
33.18.10.2002|Gajahmati
33.18.10.2003|Mustokoharjo
33.18.10.2004|Semampir
33.18.10.2006|Blaru
33.18.10.2008|Plangitan
33.18.10.2009|Puri
33.18.10.2010|Winong
33.18.10.2011|Ngarus
33.18.10.2014|Sidoharjo
33.18.10.2016|Sarirejo
33.18.10.2017|Geritan
33.18.10.2018|Dengkek
33.18.10.2019|Sugiharjo
33.18.10.2020|Widorokandang
33.18.10.2021|Payang
33.18.10.2022|Kutoharjo
33.18.10.2023|Sidokerto
33.18.10.2024|Mulyoharjo
33.18.10.2025|Tambaharjo
33.18.10.2026|Tambahsari
33.18.10.2027|Ngepungrojo
33.18.10.2028|Purworejo
33.18.10.2029|Sinoman
33.18.11|Gabus
33.18.11.2001|Wuwur
33.18.11.2002|Karaban
33.18.11.2003|Tlogoayu
33.18.11.2004|Bogotanjung
33.18.11.2005|Kuryokalangan
33.18.11.2006|Gabus
33.18.11.2007|Tanjunganom
33.18.11.2008|Sunggingwarno
33.18.11.2009|Penanggungan
33.18.11.2010|Tambahmulyo
33.18.11.2011|Sugihrejo
33.18.11.2012|Mojolawaran
33.18.11.2013|Sambirejo
33.18.11.2014|Pantirejo
33.18.11.2015|Tanjang
33.18.11.2016|Gebang
33.18.11.2017|Plumbungan
33.18.11.2018|Babalan
33.18.11.2019|Koripandriyo
33.18.11.2020|Soko
33.18.11.2021|Gempolsari
33.18.11.2022|Banjarsari
33.18.11.2023|Mintobasuki
33.18.11.2024|Kosekan
33.18.12|Margorejo
33.18.12.2001|Jambean Kidul
33.18.12.2002|Wangunrejo
33.18.12.2003|Bumirejo
33.18.12.2004|Sokokulon
33.18.12.2005|Jimbaran
33.18.12.2006|Ngawen
33.18.12.2007|Margorejo
33.18.12.2008|Penambuhan
33.18.12.2009|Langenharjo
33.18.12.2010|Dadirejo
33.18.12.2011|Sukoharjo
33.18.12.2012|Badegan
33.18.12.2013|Pegandan
33.18.12.2014|Sokobubuk
33.18.12.2015|Banyuurip
33.18.12.2016|Mataraman
33.18.12.2017|Langse
33.18.12.2018|Muktiharjo
33.18.13|Gembong
33.18.13.2001|Bermi
33.18.13.2002|Kedungbulus
33.18.13.2003|Semirejo
33.18.13.2004|Wonosekar
33.18.13.2005|Gembong
33.18.13.2006|Plukaran
33.18.13.2007|Bageng
33.18.13.2008|Pohgading
