35|JAWA TIMUR
35.08.12.2005|Burno
35.08.12.2006|Kandangtepus
35.08.12.2007|Kandangan
35.08.12.2008|Bedayu
35.08.12.2009|Bedayutalang
35.08.12.2010|Wonocepokoayu
35.08.12.2011|Argosari
35.08.12.2012|Ranupani
35.08.13|Gucialit
35.08.13.2001|Wonokerto
35.08.13.2002|Pakel
35.08.13.2003|Kenongo
35.08.13.2004|Gucialit
35.08.13.2005|Dadapan
35.08.13.2006|Kertowono
35.08.13.2007|Tunjung
35.08.13.2008|Jeruk
35.08.13.2009|Sombo
35.08.14|Padang
35.08.14.2001|Barat
35.08.14.2002|Babakan
35.08.14.2003|Mojo
35.08.14.2004|Bodang
35.08.14.2005|Kedawung
35.08.14.2006|Padang
35.08.14.2007|Kalisemut
35.08.14.2008|Merakan
35.08.14.2009|Tanggung
35.08.15|Sukodono
35.08.15.2001|Klanting
35.08.15.2002|Kebonagung
35.08.15.2003|Karangsari
35.08.15.2004|Dawuhan Lor
35.08.15.2005|Kutorenon
35.08.15.2006|Selokbesuki
35.08.15.2007|Sumberejo
35.08.15.2008|Uranggantung
35.08.15.2009|Selokgondang
35.08.15.2010|Bondoyudo
35.08.16|Kedungjajang
35.08.16.2001|Pandansari
35.08.16.2002|Krasak
35.08.16.2003|Kedungjajang
35.08.16.2004|Wonorejo
35.08.16.2005|Umbul
35.08.16.2006|Curahpetung
35.08.16.2007|Grobogan
35.08.16.2008|Bence
35.08.16.2009|jatisari
35.08.16.2010|Tempursari
35.08.16.2011|Bandaran
35.08.16.2012|Sawaran Kulon
35.08.17|Jatiroto
35.08.17.2001|Banyuputih Kidul
35.08.17.2002|Rojopolo
35.08.17.2003|Kaliboto Kidul
35.08.17.2004|Kaliboto Lor
35.08.17.2005|Sukosari
35.08.17.2006|Jatiroto
35.08.18|Randuagung
35.08.18.2001|Banyuputih Lor
35.08.18.2002|Kalidilem
35.08.18.2003|Tunjung
35.08.18.2004|Gedangmas
35.08.18.2005|Kalipenggung
35.08.18.2006|Ranulogong
35.08.18.2007|Randuagung
35.08.18.2008|Ledoktempuro
35.08.18.2009|Pajarakan
35.08.18.2010|Buwek
35.08.18.2011|Ranuwurung
35.08.18.2012|Salak
35.08.19|Klakah
35.08.19.2001|Kebonan
35.08.19.2002|Kudus
35.08.19.2003|Duren
35.08.19.2004|Sumberwringin
35.08.19.2005|Papringan
35.08.19.2006|Ranupakis
35.08.19.2007|Tegalrandu
35.08.19.2008|Klakah
35.08.19.2009|Mlawang
35.08.19.2010|Sruni
35.08.19.2011|Tegalciut
35.08.19.2012|Sawaran Lor
35.08.20|Ranuyoso
35.08.20.2001|Jenggrong
35.08.20.2002|Meninjo
35.08.20.2003|Tegalbangsri
35.08.20.2004|Sumberpetung
35.08.20.2005|Alun-alun
35.08.20.2006|Ranubedali
35.08.20.2007|Ranuyoso
35.08.20.2008|Wonoayu
35.08.20.2009|Penawungan
35.08.20.2010|Wates Kulon
35.08.20.2011|Wates Wetan
35.08.21|Sumbersuko
35.08.21.2001|Sumbersuko
35.08.21.2002|Kebonsari
35.08.21.2003|Grati
35.08.21.2004|Labruk Kidul
35.08.21.2005|Mojosari
35.08.21.2006|Sentul
35.08.21.2007|Purwosono
35.08.21.2008|Petahunan
35.09|KAB. JEMBER
35.09.01|Jombang
35.09.01.2001|Padomasan
35.09.01.2002|Keting
35.09.01.2003|Jombang
35.09.01.2004|Ngampelrejo
35.09.01.2005|Wringinagung
35.09.01.2006|Sarimulyo
35.09.02|Kencong
35.09.02.2001|Cakru
35.09.02.2002|Paseban
35.09.02.2003|Kraton
35.09.02.2004|Kencong
35.09.02.2005|Wonorejo
35.09.03|Sumberbaru
35.09.03.2001|Jamintoro
35.09.03.2002|Jatiroto
35.09.03.2003|Kaliglagah
35.09.03.2004|Jambesari
35.09.03.2005|Yosorati
35.09.03.2006|Sumberagung
35.09.03.2007|Gelang
35.09.03.2008|Rowotengah
35.09.03.2009|Pringgowirawan
35.09.03.2010|Karangbayat
35.09.04|Gumukmas
35.09.04.2001|Kepanjen
35.09.04.2002|Mayangan
35.09.04.2003|Gumukmas
35.09.04.2004|Menampu
35.09.04.2005|Tembokrejo
35.09.04.2006|Purwoasri
35.09.04.2007|Bagorejo
35.09.04.2008|Karangrejo
35.09.05|Umbulsari
35.09.05.2001|Sukoreno
35.09.05.2002|Sidorejo
35.09.05.2003|Gunungsari
35.09.05.2004|Gadingrejo
35.09.05.2005|Umbulrejo
35.09.05.2006|Umbulsari
35.09.05.2007|Tanjungsari
35.09.05.2008|Tegalwangi
35.09.05.2009|Paleran
35.09.05.2010|Mundurejo
35.09.06|Tanggul
35.09.06.2001|Tanggulkulon
35.09.06.2002|Tanggulwetan
35.09.06.2003|Patemon
35.09.06.2004|Darungan
35.09.06.2005|Manggisan
35.09.06.2006|Selodakon
35.09.06.2007|Kramat Sukoharjo
35.09.06.2008|Klatakan
35.09.07|Semboro
35.09.07.2001|Pondokjoyo
35.09.07.2002|Pondokdalem
35.09.07.2003|Rejoagung
35.09.07.2004|Semboro
35.09.07.2005|Sidomekar
35.09.07.2006|Sidomulyo
35.09.08|Puger
35.09.08.2001|Mlokorejo
35.09.08.2002|Mojomulyo
35.09.08.2003|Mojosari
35.09.08.2004|Pugerkulon
35.09.08.2005|Wringintelu
35.09.08.2006|Kasiyan
35.09.08.2007|Bagon
35.09.08.2008|Kasiyan Timur
35.09.08.2009|Wonosari
35.09.08.2010|Jambearum
35.09.08.2011|Grenden
35.09.08.2012|Pugerwetan
35.09.09|Bangsalsari
35.09.09.2001|Curahkalong
35.09.09.2002|Gambirono
35.09.09.2003|Bangsalsari
35.09.09.2004|Tugusari
35.09.09.2005|Karangsono
35.09.09.2006|Sukorejo
35.09.09.2007|Langkap
35.09.09.2008|Tisnogambar
35.09.09.2009|Petung
35.09.09.2010|Banjarsari
35.09.09.2011|Badean
35.09.10|Balung
35.09.10.2001|Karangduren
35.09.10.2002|Karang Semanding
35.09.10.2003|Tutul
35.09.10.2004|Balungkulon
35.09.10.2005|Balunglor
35.09.10.2006|Balungkidul
35.09.10.2007|Curahlele
35.09.10.2008|Gumelar
35.09.11|Wuluhan
35.09.11.2001|Lojejer
35.09.11.2002|Ampel
35.09.11.2003|Tamansari
35.09.11.2004|Dukuhdempok
35.09.11.2005|Glundengan
35.09.11.2006|Tanjungrejo
35.09.11.2007|Kesilir
35.09.12|Ambulu
35.09.12.2001|Tegalsari
35.09.12.2002|Sabrang
35.09.12.2003|Sumberejo
35.09.12.2004|Ambulu
35.09.12.2005|Karanganyar
35.09.12.2006|Andongsari
35.09.12.2007|Pontang
35.09.13|Rambipuji
35.09.13.2001|Nogosari
35.09.13.2002|Curahmalang
35.09.13.2003|Rowotamtu
35.09.13.2004|Kaliwining
35.09.13.2005|Pecoro
35.09.13.2006|Rambipuji
35.09.13.2007|Gugut
35.09.13.2008|Rambigundam
35.09.14|Panti
35.09.14.2001|Pakis
35.09.14.2002|Kemuning Sari Lor
35.09.14.2003|Panti
35.09.14.2004|Glagahwero
35.09.14.2005|Suci
35.09.14.2006|Kemiri
35.09.14.2007|Serut
35.09.15|Sukorambi
35.09.15.2001|Jubung
35.09.15.2002|Dukuhmencek
35.09.15.2003|Sukorambi
35.09.15.2004|Karangpring
35.09.15.2005|Klungkung
35.09.16|Jenggawah
35.09.16.2001|Kemuningsarikidul
35.09.16.2002|Wonojati
35.09.16.2003|Jenggawah
35.09.16.2004|Kertonegoro
35.09.16.2005|Sruni
35.09.16.2006|Jatisari
35.09.16.2007|Jatimulyo
35.09.16.2008|Cangkring
35.09.17|Ajung
35.09.17.2001|Sukamakmur
35.09.17.2002|Mangaran
35.09.17.2003|Pancakarya
35.09.17.2004|Ajung
35.09.17.2005|Klompangan
35.09.17.2006|Wirowongso
35.09.17.2007|Rowoindah
35.09.18|Tempurejo
35.09.18.2001|Sidodadi
35.09.18.2002|Tempurejo
35.09.18.2003|Andongrejo
35.09.18.2004|Pondokrejo
35.09.18.2005|Wonoasri
35.09.18.2006|Curahnongko
35.09.18.2007|Curahtakir
35.09.18.2008|Sanenrejo
35.09.19|Kaliwates
35.09.19.1001|Mangli
35.09.19.1002|Sempusari
35.09.19.1003|Kebonagung
35.09.19.1004|Kaliwates
35.09.19.1005|Jemberkidul
35.09.19.1006|Kepatihan
35.09.19.1007|Tegalbesar
35.09.20|Patrang
35.09.20.1001|Banjarsengon
35.09.20.1002|Jumerto
35.09.20.1003|Gebang
35.09.20.1004|Slawu
35.09.20.1005|Bintoro
35.09.20.1006|Jemberlor
35.09.20.1007|Patrang
35.09.20.1008|Baratan
35.09.21|Sumbersari
35.09.21.1001|Kebonsari
35.09.21.1002|Sumbersari
35.09.21.1003|Kranjingan
35.09.21.1004|Karangrejo
35.09.21.1005|Tegalgede
35.09.21.1006|Wirolegi
35.09.21.1007|Antirogo
35.09.22|Arjasa
35.09.22.2001|Kemuninglor
35.09.22.2002|Darsono
35.09.22.2003|Arjasa
35.09.22.2004|Candijati
35.09.22.2005|Biting
35.09.22.2006|Kamal
35.09.23|Mumbulsari
35.09.23.2001|Lengkong
35.09.23.2002|Kawangrejo
35.09.23.2003|Tamansari
35.09.23.2004|Mumbulsari
35.09.23.2005|Suco
35.09.23.2006|Lampeji
35.09.23.2007|Karang Kedawung
35.09.24|Pakusari
35.09.24.2001|Patemon
35.09.24.2002|Bedadung
35.09.24.2003|Sumberpinang
35.09.24.2004|Subo
35.09.24.2005|Kertosari
35.09.24.2006|Jatian
35.09.24.2007|Pakusari
35.09.25|Jelbuk
35.09.25.2001|Sucopangepok
35.09.25.2002|Panduman
35.09.25.2003|Sukojember
35.09.25.2004|Jelbuk
35.09.25.2005|Sukowiryo
35.09.25.2006|Sugerkidul
35.09.26|Mayang
35.09.26.2001|Mrawan
35.09.26.2002|Mayang
35.09.26.2003|Seputih
35.09.26.2004|Tegalwaru
35.09.26.2005|Tegalrejo
35.09.26.2006|Sumberkejayan
35.09.26.2007|Sidomukti
35.09.27|Kalisat
35.09.27.2001|Gumuksari
35.09.27.2002|Sukoreno
35.09.27.2003|Patempuran
35.09.27.2004|Sumberkalong
35.09.27.2005|Sumberjeruk
35.09.27.2006|Glagahwero
35.09.27.2007|Kalisat
35.09.27.2008|Ajung
35.09.27.2009|Plalangan
35.09.27.2010|Gambiran
35.09.27.2011|Sumberketempa
35.09.27.2012|Sebanen
35.09.28|Ledokombo
35.09.28.2001|Lembengan
35.09.28.2002|Suren
35.09.28.2003|Karangpaiton
35.09.28.2004|Sumberanget
35.09.28.2005|Sukogidri
35.09.28.2006|Ledokombo
35.09.28.2007|Sumberlesung
35.09.28.2008|Sumbersalak
35.09.28.2009|Slateng
35.09.28.2010|Sumberbulus
35.09.29|Sukowono
35.09.29.2001|Sumberwringin
35.09.29.2002|Sukokerto
35.09.29.2003|Sumberwaru
35.09.29.2004|Sukowono
35.09.29.2005|Baletbaru
35.09.29.2006|Sukorejo
35.09.29.2007|Sukosari
35.09.29.2008|Arjasa
35.09.29.2009|Sumberdanti
35.09.29.2010|Pocangan
35.09.29.2011|Dawuhanmangli
35.09.29.2012|Mojogemi
35.09.30|Silo
35.09.30.2001|Sempolan
35.09.30.2002|Harjomulyo
35.09.30.2003|Karangharjo
35.09.30.2004|Silo
35.09.30.2005|Pace
35.09.30.2006|Mulyorejo
35.09.30.2007|Sumberjati
35.09.30.2008|Garahan
35.09.30.2009|Sidomulyo
35.09.31|Sumberjambe
35.09.31.2001|Plerean
35.09.31.2002|Sumberpakem
35.09.31.2003|Pringgondani
35.09.31.2004|Randuagung
35.09.31.2005|Cumedak
35.09.31.2006|Sumberjambe
35.09.31.2007|Gunungmalang
35.09.31.2008|Jambearum
35.09.31.2009|Rowosari
35.10|KAB. BANYUWANGI
35.10.01|Pesanggaran
35.10.01.2001|Sarongan
35.10.01.2002|Pesanggaran
35.10.01.2004|Sumberagung
35.10.01.2009|Kandangan
35.10.01.2010|Sumbermulyo
35.10.02|Bangorejo
35.10.02.2001|Sukorejo
35.10.02.2002|Sambirejo
35.10.02.2003|Temurejo
35.10.02.2004|Bangorejo
35.10.02.2005|Kebondalem
35.10.02.2006|Sambimulyo
35.10.02.2007|Ringintelu
35.10.03|Purwoharjo
35.10.03.2001|Grajagan
35.10.03.2002|Sumbersari
35.10.03.2003|Glagahagung
35.10.03.2004|Sidorejo
35.10.03.2005|Purwoharjo
35.10.03.2006|Bulurejo
35.10.03.2007|Kradenan
35.10.03.2008|Karetan
35.10.04|Tegaldlimo
35.10.04.2001|Purwoasri
35.10.04.2002|Kendalrejo
35.10.04.2003|Kedungasri
35.10.04.2004|Kedungwungu
35.10.04.2005|Tegaldlimo
35.10.04.2006|Wringinpitu
35.10.04.2007|Kedunggebang
35.10.04.2008|Purwoagung
35.10.04.2009|Kalipait
35.10.05|Muncar
35.10.05.2001|Sumberberas
35.10.05.2002|Kedungrejo
35.10.05.2003|Tembokrejo
35.10.05.2004|Sumbersewu
35.10.05.2005|Blambangan
35.10.05.2006|Tapanrejo
35.10.05.2007|Wringinputih
35.10.05.2008|Tambakrejo
35.10.05.2009|Kedungringin
35.10.05.2010|Kumendung
35.10.06|Cluring
35.10.06.2001|Plampangrejo
35.10.06.2002|Tampo
35.10.06.2003|Sembulung
35.10.06.2004|Cluring
35.10.06.2005|Benculuk
35.10.06.2006|Sraten
35.10.06.2007|Tamanagung
35.10.06.2008|Sarimulyo
35.10.06.2009|Kaliploso
35.10.07|Gambiran
35.10.07.2001|Purwodadi
35.10.07.2002|Jajag
35.10.07.2007|Gambiran
35.10.07.2008|Yosomulyo
35.10.07.2009|Wringinrejo
35.10.07.2010|Wringinagung
35.10.08|Srono
35.10.08.2001|Bangorejo
35.10.08.2002|Wonosobo
35.10.08.2003|Sukonatar
35.10.08.2004|Kebaman
35.10.08.2005|Sumbersari
35.10.08.2006|Parijatah Wetan
35.10.08.2007|Parijatah Kulon
35.10.08.2008|Rejoagung
35.10.08.2009|Kepundungan
35.10.08.2010|Sukomaju
35.10.09|Genteng
35.10.09.2001|Kembiritan
35.10.09.2002|Gentengwetan
35.10.09.2003|Gentengkulon
35.10.09.2004|Setail
35.10.09.2005|Kaligondo
35.10.10|Glenmore
35.10.10.2001|Tegalharjo
35.10.10.2002|Sepanjang
35.10.10.2003|Karangharjo
35.10.10.2004|Tulungrejo
35.10.10.2005|Sumbergondo
35.10.10.2006|Bumiharjo
35.10.10.2007|Margomulyo
35.10.11|Kalibaru
35.10.11.2001|Kalibarukulon
35.10.11.2002|Kalibarumanis
35.10.11.2003|Kalibaruwetan
35.10.11.2004|Kajarharjo
35.10.11.2005|Banyuanyar
35.10.11.2006|Kebonrejo
35.10.12|Singojuruh
35.10.12.2001|Gambor
35.10.12.2002|Alasmalang
35.10.12.2003|Benelan Kidul
35.10.12.2004|Lemahbang Kulon
35.10.12.2005|Singojuruh
35.10.12.2006|Gumirih
35.10.12.2007|Cantuk
35.10.12.2008|Padang
35.10.12.2009|Singolatren
35.10.12.2010|Kemiri
35.10.12.2011|Sumberbaru
35.10.13|Rogojampi
35.10.13.2001|Aliyan
35.10.13.2002|Mangir
35.10.13.2006|Gladag
35.10.13.2007|Bubuk
35.10.13.2008|Lemahbangdewo
35.10.13.2010|Gitik
35.10.13.2012|Karangbendo
35.10.13.2013|Rogojampi
35.10.13.2014|Pengatigan
35.10.13.2018|Kedaleman
35.10.14|Kabat
35.10.14.2001|Bareng
35.10.14.2002|Bunder
35.10.14.2003|Gombolirang
35.10.14.2004|Benelanlor
35.10.14.2005|Labanasem
35.10.14.2006|Pakistaji
35.10.14.2009|Pondoknongko
35.10.14.2010|Dadapan
35.10.14.2011|Kedayunan
35.10.14.2012|Kabat
35.10.14.2013|Macan Putih
35.10.14.2014|Tambong
35.10.14.2015|Pendarungan
35.10.14.2016|Kalirejo
35.10.15|Glagah
35.10.15.1002|Bakungan
35.10.15.1003|Banjarsari
35.10.15.2001|Rejosari
35.10.15.2004|Kemiren
35.10.15.2005|Olehsari
35.10.15.2006|Glagah
35.10.15.2007|Paspan
35.10.15.2010|Tamansuruh
35.10.15.2011|Kenjo
35.10.15.2012|Kampunganyar
35.10.16|Banyuwangi
35.10.16.1001|Pakis
35.10.16.1002|Sobo
35.10.16.1003|Kebalenan
35.10.16.1004|Penganjuran
35.10.16.1005|Tukangkayu
35.10.16.1006|Kertosari
35.10.16.1007|Karangrejo
35.10.16.1008|Kepatihan
35.10.16.1009|Panderejo
35.10.16.1010|Singonegaran
35.10.16.1011|Temenggungan
35.10.16.1012|Kampungmelayu
35.10.16.1013|Kampungmandar
35.10.16.1014|Lateng
35.10.16.1015|Singotrunan
35.10.16.1016|Pengantigan
35.10.16.1017|Tamanbaru
35.10.16.1018|Sumberrejo
35.10.17|Giri
35.10.17.1002|Boyolangu
35.10.17.1003|Mojopanggung
35.10.17.1004|Penataban
35.10.17.1005|Giri
35.10.17.2001|Jambesari
35.10.17.2006|Grogol
35.10.18|Wongsorejo
35.10.18.2001|Bangsring
35.10.18.2002|Bengkak
35.10.18.2003|Alasbuluh
35.10.18.2004|Wongsorejo
35.10.18.2005|Sumberkencono
35.10.18.2006|Sidodadi
35.10.18.2007|Bajulmati
35.10.18.2008|Watukebo
35.10.18.2009|Alas Rejo
35.10.18.2010|Sidowangi
35.10.18.2011|Sumberanyar
35.10.18.2012|Bimorejo
35.10.19|Songgon
35.10.19.2001|Songgon
35.10.19.2002|Balak
35.10.19.2003|Sragi
35.10.19.2004|Parangharjo
35.10.19.2005|Bedewang
35.10.19.2006|Bayu
35.10.19.2007|Sumberarum
35.10.19.2008|Sumberbulu
35.10.19.2009|Bangunsari
35.10.20|Sempu
35.10.20.2001|Sempu
35.10.20.2002|Jambewangi
35.10.20.2003|Karangsari
35.10.20.2004|Temuguruh
35.10.20.2005|Gendoh
35.10.20.2006|Temuasri
35.10.20.2007|Tegalarum
35.10.21|Kalipuro
35.10.21.1001|Kalipuro
35.10.21.1002|Klatak
35.10.21.1006|Gombengsari
35.10.21.1007|Bulusan
35.10.21.2003|Ketapang
35.10.21.2004|Pesucen
35.10.21.2005|Kelir
35.10.21.2008|Telemung
35.10.21.2009|Bulusari
35.10.22|Siliragung
35.10.22.2001|Buluagung
35.10.22.2002|Siliragung
35.10.22.2003|Kesilir
35.10.22.2004|Sineporejo
35.10.22.2005|Barurejo
35.10.23|Tegalsari
35.10.23.2001|Tegalsari
35.10.23.2002|Karangdoro
35.10.23.2003|Tamansari
35.10.23.2004|Dasri
35.10.23.2005|Karangmulyo
35.10.23.2006|Tegalrejo
35.10.24|Licin
35.10.24.2001|Gumuk
35.10.24.2002|Jelun
35.10.24.2003|Licin
35.10.24.2004|Banjar
35.10.24.2005|Segobang
35.10.24.2006|Pakel
35.10.24.2007|Kluncing
35.10.24.2008|Tamansari
35.10.25|Blimbingsari
35.10.25.2001|Blimbingsari
35.10.25.2002|Kaotan
35.10.25.2003|Watukebo
35.10.25.2004|Gintangan
35.10.25.2005|Bomo
35.10.25.2006|Patoman
35.10.25.2007|Kaligung
35.10.25.2008|Karangrejo
35.10.25.2009|Badean
35.10.25.2010|Sukojati
35.11|KAB. BONDOWOSO
35.11.01|Maesan
35.11.01.2001|Sucolor
35.11.01.2002|Pujer Baru
35.11.01.2003|Tanahwulan
35.11.01.2004|Maesan
35.11.01.2005|Gambangan
35.11.01.2006|Suger Lor
35.11.01.2007|Sumber Pakem
35.11.01.2008|Sumbersari
35.11.01.2009|Sumber Anyar
35.11.01.2010|Penanggungan
35.11.01.2011|Pakuniran
35.11.01.2012|Gunungsari
35.11.02|Tamanan
35.11.02.2001|Sukosari
35.11.02.2002|Karang Melok
35.11.02.2003|Mengen
35.11.02.2004|Kemirian
35.11.02.2005|Tamanan
35.11.02.2006|Wonosuko
35.11.02.2007|Kalianyar
35.11.02.2012|Sumber Kemuning
35.11.02.2014|Sumber Anom
35.11.03|Tlogosari
35.11.03.2001|Kembang
35.11.03.2002|Gunosari
35.11.03.2003|Trotosari
35.11.03.2004|Jebung Kidul
35.11.03.2005|Sulek
35.11.03.2006|Tlogosari
35.11.03.2007|Pakisan
35.11.03.2008|Patemon
35.11.03.2009|Jebung Lor
35.11.03.2010|Brambang Darussalam
35.11.04|Sukosari
35.11.04.2001|Sukosari Lor
35.11.04.2002|Nogosari
35.11.04.2003|Pecalongan
35.11.04.2004|Kerang
35.11.05|Pujer
35.11.05.2001|Alas Sumur
35.11.05.2002|Kejayan
35.11.05.2003|Mangli
35.11.05.2004|Maskuning Kulon
35.11.05.2005|Maskuning Wetan
35.11.05.2006|Mengok
35.11.05.2007|Padasan
35.11.05.2009|Randu Cangkring
35.11.05.2010|Suko Kerto
35.11.05.2011|Sukowono
35.11.05.2012|Sukodono
35.11.06|Grujugan
35.11.06.2002|Tegal Mijin
35.11.06.2003|Pekauman
35.11.06.2004|Sumber Pandan
35.11.06.2005|Wanisodo
35.11.06.2006|Kabuaran
35.11.06.2007|Wonosari
35.11.06.2008|Dadapan
35.11.06.2009|Dawuhan
35.11.06.2010|Taman
35.11.06.2011|Grujugan Kidul
35.11.06.2013|Kejawan
35.11.07|Curahdami
35.11.07.1009|Curahdami
35.11.07.2001|Jetis
35.11.07.2002|Pakuwesi
35.11.07.2003|Kupang
35.11.07.2004|Petung
35.11.07.2005|Panambangan
35.11.07.2006|Curahpoh
35.11.07.2007|Poncogati
35.11.07.2008|Sumber Suko
35.11.07.2010|Selolembu
35.11.07.2011|Locare
35.11.07.2012|Sumber Salak
35.11.08|Tenggarang
35.11.08.1011|Tenggarang
35.11.08.2001|Kesemek
35.11.08.2002|Lojajar
35.11.08.2003|Pekalangan
35.11.08.2004|Kajar
35.11.08.2005|Sumber Salam
35.11.08.2006|Koncer Kidul
35.11.08.2007|Bataan
35.11.08.2008|Gebang
35.11.08.2009|Dawuhan
35.11.08.2010|Tangsil Kulon
35.11.08.2012|Koncer Darul Aman
35.11.09|Wonosari
35.11.09.2001|Lombok Kulon
35.11.09.2002|Lombok Wetan
35.11.09.2003|Tumpeng
35.11.09.2004|Jumpong
35.11.09.2005|Tangsil Wetan
35.11.09.2006|Pasarejo
35.11.09.2007|Bendoarum
35.11.09.2008|Kapuran
35.11.09.2009|Sumberkalong
35.11.09.2010|Traktakan
35.11.09.2011|Wonosari
35.11.09.2012|Pelalangan
35.11.10|Tapen
35.11.10.2001|Wonokusumo
35.11.10.2002|Mangli Wetan
35.11.10.2003|Taal
35.11.10.2004|Mrawan
35.11.10.2005|Gunung Anyar
35.11.10.2006|Jurang Sapi
35.11.10.2007|Cindogo
35.11.10.2008|Kalitapen
35.11.10.2009|Tapen
35.11.11|Bondowoso
35.11.11.1004|Nangkaan
35.11.11.1005|Tamansari
35.11.11.1006|Kademangan
35.11.11.1007|Dabasah
35.11.11.1008|Badean
35.11.11.1009|Kotakulon
35.11.11.1010|Blindungan
35.11.11.2001|Pancoran
35.11.11.2002|Sukowiryo
35.11.11.2003|Kembang
35.11.11.2011|Pejaten
35.11.12|Wringin
35.11.12.2001|Ambulu
35.11.12.2002|Bukor
35.11.12.2003|Sumbermalang
35.11.12.2004|Jambewungu
35.11.12.2005|Gubrih
35.11.12.2006|Ampelan
35.11.12.2007|Jatitamban
35.11.12.2008|Banyuwulu
35.11.12.2009|Jatisari
35.11.12.2010|Glingseran
35.11.12.2011|Banyuputih
35.11.12.2012|Wringin
35.11.12.2013|Sumbercanting
35.11.13|Tegalampel
35.11.13.1005|Sekarputih
35.11.13.2001|Klabang
35.11.13.2002|Mandiro
35.11.13.2003|Tanggulangin
35.11.13.2004|Karanganyar
35.11.13.2006|Tegalampel
35.11.13.2014|Klabang Agung
35.11.13.2015|Purnama
35.11.14|Klabang
35.11.14.2005|Karang Anyar
35.11.14.2006|Blimbing
35.11.14.2007|Karang Sengon
35.11.14.2008|Wonokerto
35.11.14.2009|Klabang
35.11.14.2010|Klampokan
35.11.14.2011|Sumber Suko
35.11.14.2012|Besuk
35.11.14.2013|Pandak
35.11.14.2014|Leprak
35.11.14.2015|Wonoboyo
35.11.15|Cermee
35.11.15.2001|Solor
35.11.15.2002|Kladi
35.11.15.2003|Bercak
35.11.15.2004|Suling Wetan
35.11.15.2005|Suling Kulon
35.11.15.2006|Cermee
35.11.15.2007|Ramban Wetan
35.11.15.2008|Grujugan
35.11.15.2009|Ramban Kulon
35.11.15.2010|Bajuran
35.11.15.2011|Jirek Mas
35.11.15.2012|Batu Salang
35.11.15.2013|Palalangan
35.11.15.2014|Batu Ampar
35.11.15.2015|Bercak Asri
35.11.16|Prajekan
35.11.16.2001|Bandilan
35.11.16.2002|Sempol
35.11.16.2003|Tarum
35.11.16.2005|Prajekan Lor
35.11.16.2006|Prajekan Kidul
35.11.16.2007|Cangkring
35.11.16.2008|Walidono
35.11.17|Pakem
35.11.17.2001|Andungsari
35.11.17.2002|Ardisaeng
35.11.17.2003|Kupang
35.11.17.2004|Gadingsari
35.11.17.2005|Pakem
35.11.17.2006|Sumberdumpyong
35.11.17.2007|Patemon
35.11.17.2008|Petung
35.11.18|Sumberwringin
35.11.18.2001|Sukorejo
35.11.18.2002|Sumber Gading
35.11.18.2003|Sukosari Kidul
35.11.18.2004|Tegaljati
35.11.18.2005|Rejo Agung
35.11.18.2006|Sumberwringin
35.11.19|Sempol
35.11.19.2001|Sempol
35.11.19.2002|Kalianyar
35.11.19.2003|Jampit
35.11.19.2004|Kalisat
35.11.19.2005|Kali Gedang
35.11.19.2006|Sumber Rejo
35.11.20|Binakal
35.11.20.2001|Gadingsari
35.11.20.2002|Sumber Waru
35.11.20.2003|Kembangan
35.11.20.2004|Baratan
35.11.20.2005|Binakal
35.11.20.2006|Jeruksoksok
35.11.20.2007|Sumber Tengah
35.11.20.2008|Bendelan
35.11.21|Taman Krocok
35.11.21.2001|Taman
35.11.21.2002|Gentong
35.11.21.2003|Kemuningan
35.11.21.2004|Trebungan
35.11.21.2005|Sumberkokap
35.11.21.2006|Paguan
35.11.21.2007|Kretek
35.11.22|Botolinggo
35.11.22.2001|Lumutan
35.11.22.2002|Botolinggo
35.11.22.2003|Lanas
35.11.22.2004|Penang
35.11.22.2005|Gayam
35.11.22.2006|Klekehan
35.11.22.2007|Sumber Canting
35.11.22.2008|Gayam Lor
35.11.23|Jambesari Darus Sholah
35.11.23.2001|Jambesari
35.11.23.2002|Jambeanom
35.11.23.2003|Pucanganom
35.11.23.2004|Sumberjeruk
35.11.23.2005|Tegalpasir
35.11.23.2006|Pengarang
35.11.23.2007|Grujugan Lor
35.11.23.2008|Pejagan
35.11.23.2009|Sumber Anyar
35.12|KAB. SITUBONDO
35.12.01|Jatibanteng
35.12.01.2001|Pategalan
35.12.01.2002|Semambung
35.12.01.2003|Sumberanyar
35.12.01.2004|Jatibanteng
35.12.01.2005|Curahsuri
35.12.01.2006|Wringinanom
35.12.01.2007|Kembangsari
35.12.01.2008|Patemon
35.12.02|Besuki
35.12.02.2001|Widoropayung
35.12.02.2002|Sumberejo
35.12.02.2003|Jetis
35.12.02.2004|Blimbing
35.12.02.2005|Langkap
35.12.02.2006|Bloro
35.12.02.2007|Pesisir
35.12.02.2008|Kalimas
35.12.02.2009|Besuki
35.12.02.2010|Demung
35.12.03|Suboh
35.12.03.2001|Cemara
35.12.03.2002|Mojodungkul
35.12.03.2003|Gunung Malang
35.12.03.2004|Gunung Putri
35.12.03.2005|Suboh
35.12.03.2006|Dawuan
35.12.03.2007|Buduan
35.12.03.2008|Ketah
35.12.04|Mlandingan
35.12.04.2001|Alas Bayur
35.12.04.2002|Sumberanyar
35.12.04.2003|Campoan
35.12.04.2004|Trebungan
35.12.04.2005|Sumber Pinang
35.12.04.2006|Selomukti
35.12.04.2007|Mlandingan Kulon
35.12.05|Kendit
35.12.05.2001|Bugeman
